id,x,y,value,data_type,origin
17122,582,256,0.059291511816747,fire,EnvNat
17123,781,139,0.9974663445423252,gini,Socioeco
17124,333,460,0.841798939050994,migration-rate,Socioeco
17125,595,126,0.0804104791262797,respiratory-illness,Phys
17126,491,129,0.2803339792446104,deforestation,EnvAntro
17127,598,72,0.6666751401568151,plastic-pollution,EnvAntro
17128,259,117,0.5161053667835466,neurological-conditions,Phys
17129,535,209,0.3625535479392898,community-resilience,Emo
17130,544,269,0.8524979910566852,chronic-pain,Phys
17131,308,15,0.1342250566843604,fire,EnvNat
17132,742,125,0.4756388031042105,community-resilience,Emo
17133,649,446,0.3577447595962395,fire,EnvNat
17134,366,289,0.8315370717465985,fire,EnvNat
17135,465,437,0.5068951142185119,community-resilience,Emo
17136,152,444,0.8286660897351974,fire,EnvNat
17137,755,429,0.3599969570271278,extractive-industry-employment,Socioeco
17138,420,454,0.2843080371040393,cancer-rate,Phys
17139,323,436,0.7243123447318492,cancer-rate,Phys
17140,622,64,0.6284878762249952,community-resilience,Emo
17141,318,254,0.8127409181062555,community-resilience,Emo
17142,244,113,0.0396487761326268,floods,EnvNat
17143,264,171,0.5573354694649774,fire,EnvNat
17144,654,77,0.3005493044197181,heavy-metal-contamination,EnvAntro
17145,660,129,0.6409770885198883,cancer-rate,Phys
17146,509,178,0.8733829761055433,migration-rate,Socioeco
17147,950,463,0.0995688755665705,anxiety,Emo
17148,879,54,0.5003782006132544,cancer-rate,Phys
17149,434,35,0.4636012015868517,volcanic-eruptions,EnvNat
17150,719,135,0.9007510388512584,chronic-disease,Phys
17151,478,168,0.9350567733013988,fire,EnvNat
17152,678,155,0.5701619656214404,fire,EnvNat
17153,604,425,0.441925464058755,migration-rate,Socioeco
17154,578,105,0.807930341408997,community-resilience,Emo
17155,276,55,0.1351034615022175,poverty-index,Socioeco
17156,97,450,0.8533805099115065,fire,EnvNat
17157,885,292,0.7405090964787118,deforestation,EnvAntro
17158,295,239,0.779495722920155,anxiety,Emo
17159,241,89,0.3195944417019394,tornados,EnvNat
17160,354,17,0.2393106778176761,food-insecurity-index,Socioeco
17161,712,480,0.0535139120174007,poverty-index,Socioeco
17162,541,465,0.4855763173843463,fire,EnvNat
17163,771,165,0.922905194313957,volcanic-eruptions,EnvNat
17164,137,448,0.8761688261199438,fire,EnvNat
17165,696,124,0.6421407671592063,anxiety,Emo
17166,652,452,0.6477719090906185,obesity,Phys
17167,656,443,0.1455518885214338,fire,EnvNat
17168,364,470,0.9355383251079952,autoimmune-disorders,Phys
17169,581,81,0.325523473367757,suicide,Emo
17170,769,162,0.9523339967178496,food-insecurity-index,Socioeco
17171,241,6,0.4846661932407384,autoimmune-disorders,Phys
17172,142,442,0.1827080145719202,chronic-disease,Phys
17173,117,447,0.0303993749484033,fire,EnvNat
17174,839,185,0.4184906169653123,fire,EnvNat
17175,458,468,0.1170940407306989,healthcare-access,Socioeco
17176,252,82,0.9786004004596162,community-resilience,Emo
17177,587,157,0.601248941490525,species-extinction,EnvAntro
17178,827,479,0.6132377485433346,food-insecurity-index,Socioeco
17179,800,421,0.6345626675870755,obesity,Phys
17180,758,21,0.9750723397638588,earthquakes,EnvNat
17181,514,435,0.3884987007798688,heavy-metal-contamination,EnvAntro
17182,864,107,0.1113740151897569,healthcare-access,Socioeco
17183,824,439,0.1101890346958545,poverty-index,Socioeco
17184,622,124,0.9104346779619517,isolation,Emo
17185,569,465,0.9955678887780878,food-insecurity-index,Socioeco
17186,485,158,0.9381225358738454,fire,EnvNat
17187,792,166,0.7197796447884881,extractive-industry-employment,Socioeco
17188,246,466,0.990293469009612,suicide,Emo
17189,780,217,0.5098440253699321,rare-earth-mining,EnvAntro
17190,330,19,0.7443135620635857,fire,EnvNat
17191,306,215,0.1405014676245138,heavy-metal-contamination,EnvAntro
17192,388,248,0.6829453683670593,anxiety,Emo
17193,724,466,0.6995931041484442,extractive-industry-employment,Socioeco
17194,654,103,0.5119085248011433,fire,EnvNat
17195,515,85,0.0546539395157625,poverty-index,Socioeco
17196,578,83,0.7968215450976491,autoimmune-disorders,Phys
17197,875,452,0.1394877721020476,depression,Emo
17198,538,155,0.0632907925970646,plastic-pollution,EnvAntro
17199,580,77,0.3075002039760076,gdp,Socioeco
17200,617,84,0.6842959062089409,gdp,Socioeco
17201,246,468,0.3325198539822616,migration-rate,Socioeco
17202,616,83,0.998901215431757,fire,EnvNat
17203,261,22,0.2288355945433741,deforestation,EnvAntro
17204,600,240,0.1240878673781983,fire,EnvNat
17205,865,273,0.876867146925915,fire,EnvNat
17206,504,93,0.7900335796493648,tornados,EnvNat
17207,769,52,0.9511213104151758,fire,EnvNat
17208,212,130,0.3622562033931953,cancer-rate,Phys
17209,189,111,0.3225867869856321,fire,EnvNat
17210,313,466,0.6406116930584363,gini,Socioeco
17211,291,248,0.2503023142001805,fire,EnvNat
17212,345,25,0.729431421569035,obesity,Phys
17213,468,161,0.7185226048525984,deforestation,EnvAntro
17214,542,162,0.9672208985075608,chronic-pain,Phys
17215,537,467,0.8759335418195725,migration-rate,Socioeco
17216,546,100,0.364482246372708,neurological-conditions,Phys
17217,834,460,0.4582298622334102,fire,EnvNat
17218,427,469,0.4018080000134469,deforestation,EnvAntro
17219,557,441,0.1829220191087152,migration-rate,Socioeco
17220,640,72,0.3845989119347917,isolation,Emo
17221,783,180,0.4992703891002683,fire,EnvNat
17222,714,451,0.3235839833492127,poverty-index,Socioeco
17223,833,63,0.1965192984888812,fire,EnvNat
17224,479,471,0.1186656353154562,suicide,Emo
17225,854,303,0.1762625359027472,plastic-pollution,EnvAntro
17226,697,41,0.227952332696251,fire,EnvNat
17227,144,452,0.5657479223341494,earthquakes,EnvNat
17228,729,465,0.6035816465627689,neurological-conditions,Phys
17229,799,160,0.1071436757732861,plastic-pollution,EnvAntro
17230,539,211,0.0673525380426928,chronic-disease,Phys
17231,698,92,0.261839075318512,gini,Socioeco
17232,202,155,0.6957432892112836,suicide,Emo
17233,625,143,0.9689351179493284,earthquakes,EnvNat
17234,729,139,0.8435034520301903,isolation,Emo
17235,571,295,0.5930080916573217,isolation,Emo
17236,757,146,0.431394027899291,fire,EnvNat
17237,543,263,0.8315072832157495,fire,EnvNat
17238,605,241,0.0981142933528922,anxiety,Emo
17239,764,10,0.3584876787455903,heavy-metal-contamination,EnvAntro
17240,772,218,0.9198508649268808,autoimmune-disorders,Phys
17241,812,130,0.6743242530100707,gdp,Socioeco
17242,482,124,0.5767877469596548,chronic-pain,Phys
17243,588,163,0.0667504335306681,suicide,Emo
17244,594,223,0.4728921317042155,fire,EnvNat
17245,207,139,0.3728931831842241,fire,EnvNat
17246,416,459,0.7226347722348937,fire,EnvNat
17247,772,186,0.1902996875259178,rare-earth-mining,EnvAntro
17248,560,295,0.1624984900766742,fire,EnvNat
17249,710,103,0.0775231160059573,food-insecurity-index,Socioeco
17250,859,39,0.4862546036700236,deforestation,EnvAntro
17251,832,446,0.5368704461898796,fire,EnvNat
17252,316,305,0.9427797226509022,suicide,Emo
17253,613,178,0.3431967348097338,respiratory-illness,Phys
17254,271,120,0.3675075522425894,respiratory-illness,Phys
17255,892,38,0.4861225513973138,fire,EnvNat
17256,155,460,0.927297475850252,plastic-pollution,EnvAntro
17257,521,444,0.1310929991695468,gdp,Socioeco
17258,785,441,0.8672052978266619,depression,Emo
17259,302,69,0.3514988744795289,depression,Emo
17260,554,201,0.6019754466650996,obesity,Phys
17261,558,201,0.3230794779740663,fire,EnvNat
17262,905,436,0.1319356111715282,smog,EnvAntro
17263,303,107,0.6794274527684546,poverty-index,Socioeco
17264,899,322,0.5974680989626974,earthquakes,EnvNat
17265,794,163,0.3045891810662002,fire,EnvNat
17266,167,481,0.1767343504082041,fire,EnvNat
17267,584,426,0.333465420245879,gdp,Socioeco
17268,537,277,0.7812821892926094,fire,EnvNat
17269,537,106,0.2246262090847623,fire,EnvNat
17270,927,42,0.1339631876811553,fire,EnvNat
17271,167,448,0.3273509947366498,fire,EnvNat
17272,915,249,0.3649300086281893,chronic-pain,Phys
17273,899,449,0.6741456716321161,fire,EnvNat
17274,349,262,0.6681237152777643,rare-earth-mining,EnvAntro
17275,29,57,0.3302612010316993,healthcare-access,Socioeco
17276,683,125,0.0567971890933141,suicide,Emo
17277,0,42,0.4478844174195137,deforestation,EnvAntro
17278,630,165,0.8828540960975361,autoimmune-disorders,Phys
17279,281,251,0.2176676177674393,gini,Socioeco
17280,781,480,0.6546982339174156,fire,EnvNat
17281,377,61,0.0688204728537542,isolation,Emo
17282,622,171,0.9253264856580232,cancer-rate,Phys
17283,584,42,0.4860125978414737,healthcare-access,Socioeco
17284,726,99,0.502032411801906,volcanic-eruptions,EnvNat
17285,542,300,0.6830425535638758,neurological-conditions,Phys
17286,236,56,0.8330492733436052,cancer-rate,Phys
17287,376,31,0.3121782937569373,depression,Emo
17288,377,470,0.2208143305655239,floods,EnvNat
17289,304,335,0.0221266123773544,deforestation,EnvAntro
17290,369,470,0.7631099959510147,gdp,Socioeco
17291,516,443,0.2040796442241494,migration-rate,Socioeco
17292,473,195,0.601176970021625,migration-rate,Socioeco
17293,612,101,0.2883270291083096,plastic-pollution,EnvAntro
17294,223,454,0.8756603671602277,autoimmune-disorders,Phys
17295,735,113,0.9211213473866642,fire,EnvNat
17296,276,467,0.242729196794046,deforestation,EnvAntro
17297,174,459,0.7684198877628451,food-insecurity-index,Socioeco
17298,573,108,0.6603090581114766,fire,EnvNat
17299,468,188,0.4320739143819477,floods,EnvNat
17300,160,464,0.3434547740326339,fire,EnvNat
17301,357,55,0.7841363237463583,fire,EnvNat
17302,883,449,0.2221820400561324,plastic-pollution,EnvAntro
17303,277,55,0.978336723096829,fire,EnvNat
17304,645,420,0.9414871740414784,neurological-conditions,Phys
17305,555,461,0.0924326191617668,community-resilience,Emo
17306,531,60,0.2738385898362393,fire,EnvNat
17307,850,43,0.2025682180653621,heavy-metal-contamination,EnvAntro
17308,634,120,0.196713866309629,fire,EnvNat
17309,794,27,0.8374783098828149,food-insecurity-index,Socioeco
17310,622,301,0.8077190369927807,smog,EnvAntro
17311,750,42,0.3550121415783124,chronic-pain,Phys
17312,595,427,0.6978872974993874,heavy-metal-contamination,EnvAntro
17313,497,439,0.8039404267650714,heavy-metal-contamination,EnvAntro
17314,122,68,0.2031111837375622,fire,EnvNat
17315,866,420,0.0477945527677906,anxiety,Emo
17316,940,436,0.0659756224983449,neurological-conditions,Phys
17317,197,455,0.8882750558236304,anxiety,Emo
17318,428,470,0.7284834795527473,fire,EnvNat
17319,561,256,0.9911678972627624,fire,EnvNat
17320,380,246,0.96152242925818,fire,EnvNat
17321,302,317,0.143266508791512,fire,EnvNat
17322,930,433,0.9142580583739608,deforestation,EnvAntro
17323,881,297,0.9948735076899476,gini,Socioeco
17324,562,448,0.9876294139740014,depression,Emo
17325,367,279,0.8927780063561888,migration-rate,Socioeco
17326,299,438,0.3207024832412483,fire,EnvNat
17327,267,131,0.6542181336143214,anxiety,Emo
17328,295,106,0.0880978841351086,floods,EnvNat
17329,617,447,0.2112315112520522,fire,EnvNat
17330,43,59,0.5770015742984893,smog,EnvAntro
17331,969,59,0.2187619639225247,obesity,Phys
17332,338,287,0.5231312765315294,plastic-pollution,EnvAntro
17333,568,301,0.9195453416763224,volcanic-eruptions,EnvNat
17334,494,440,0.3444221774588523,chronic-disease,Phys
17335,111,41,0.7192321185586825,respiratory-illness,Phys
17336,617,201,0.9098281347835894,respiratory-illness,Phys
17337,246,9,0.4551495437981432,suicide,Emo
17338,312,15,0.2298468780203307,fire,EnvNat
17339,906,453,0.3799901352968091,deforestation,EnvAntro
17340,176,27,0.9254500254226992,smog,EnvAntro
17341,601,106,0.4511456959276683,respiratory-illness,Phys
17342,788,70,0.1319268440426724,community-resilience,Emo
17343,802,455,0.8726570916469115,isolation,Emo
17344,804,40,0.3209008404598547,obesity,Phys
17345,747,46,0.79757177251302,floods,EnvNat
17346,620,66,0.2724134620920819,fire,EnvNat
17347,539,284,0.3807637031796012,tornados,EnvNat
17348,675,147,0.6700038229932588,fire,EnvNat
17349,199,155,0.0227753927809217,extractive-industry-employment,Socioeco
17350,533,180,0.1856636306516816,fire,EnvNat
17351,532,219,0.6246814586084659,volcanic-eruptions,EnvNat
17352,943,259,0.8925715163224508,chronic-disease,Phys
17353,206,442,0.5932215865772159,gini,Socioeco
17354,627,172,0.3353810431192584,obesity,Phys
17355,122,40,0.1309963577112246,fire,EnvNat
17356,362,49,0.334288975436842,fire,EnvNat
17357,188,35,0.996531735886908,gdp,Socioeco
17358,107,39,0.8898144507347615,isolation,Emo
17359,713,197,0.6141074520308979,autoimmune-disorders,Phys
17360,920,298,0.6016264618685764,fire,EnvNat
17361,50,49,0.2268297894777312,suicide,Emo
17362,676,80,0.8170205491217082,neurological-conditions,Phys
17363,295,115,0.4332349111141303,migration-rate,Socioeco
17364,915,248,0.9132795444493806,obesity,Phys
17365,295,361,0.96047961929321,community-resilience,Emo
17366,955,472,0.2957937511737046,cancer-rate,Phys
17367,332,375,0.5832089327184804,fire,EnvNat
17368,157,52,0.3740013737694271,fire,EnvNat
17369,891,448,0.5122437748629907,chronic-disease,Phys
17370,755,62,0.6011010580820861,tornados,EnvNat
17371,853,435,0.912505565475484,fire,EnvNat
17372,282,475,0.3632642746338039,community-resilience,Emo
17373,535,465,0.7674572149841904,chronic-disease,Phys
17374,481,80,0.1815061069463153,fire,EnvNat
17375,888,32,0.0395057578382987,fire,EnvNat
17376,761,117,0.536276654287469,fire,EnvNat
17377,538,81,0.9790658334909708,extractive-industry-employment,Socioeco
17378,869,51,0.2295781075482733,fire,EnvNat
17379,517,103,0.7533353725760528,fire,EnvNat
17380,787,481,0.7557560519126727,anxiety,Emo
17381,500,204,0.4434388835078739,community-resilience,Emo
17382,780,184,0.3077875983917743,plastic-pollution,EnvAntro
17383,824,455,0.6159752722491433,neurological-conditions,Phys
17384,865,417,0.5207763586392311,species-extinction,EnvAntro
17385,57,41,0.4448533502105979,floods,EnvNat
17386,878,67,0.4678410251274991,smog,EnvAntro
17387,679,147,0.3540545895026341,isolation,Emo
17388,252,10,0.4680434955559376,chronic-disease,Phys
17389,787,164,0.6055149336966013,smog,EnvAntro
17390,317,9,0.3679721112034507,obesity,Phys
17391,595,235,0.6481388460261177,autoimmune-disorders,Phys
17392,577,228,0.7302059454664153,species-extinction,EnvAntro
17393,292,10,0.167396980707454,gdp,Socioeco
17394,548,473,0.0325336728870602,volcanic-eruptions,EnvNat
17395,562,161,0.1949176470904443,rare-earth-mining,EnvAntro
17396,584,248,0.5585144080298696,food-insecurity-index,Socioeco
17397,808,52,0.0107919486769587,floods,EnvNat
17398,789,54,0.8659289418771656,fire,EnvNat
17399,988,473,0.6150968607977033,fire,EnvNat
17400,297,111,0.5559851028099236,fire,EnvNat
17401,826,311,0.2138107197286305,heavy-metal-contamination,EnvAntro
17402,748,33,0.1598467836909785,earthquakes,EnvNat
17403,867,87,0.5798195848369084,depression,Emo
17404,802,474,0.9395188444431934,gini,Socioeco
17405,642,436,0.8613049389739149,gdp,Socioeco
17406,740,149,0.7380494958655387,obesity,Phys
17407,550,196,0.6037022351181401,fire,EnvNat
17408,891,85,0.1423821159505953,earthquakes,EnvNat
17409,205,22,0.2407249667780522,plastic-pollution,EnvAntro
17410,248,448,0.7179693005334802,fire,EnvNat
17411,861,448,0.4832672380373527,autoimmune-disorders,Phys
17412,953,439,0.7342657215568879,smog,EnvAntro
17413,211,107,0.9293447062134396,fire,EnvNat
17414,590,50,0.4130929220756603,neurological-conditions,Phys
17415,792,177,0.7995825000736828,earthquakes,EnvNat
17416,637,282,0.448931086205991,fire,EnvNat
17417,245,76,0.3527667213376093,rare-earth-mining,EnvAntro
17418,184,109,0.2743941853085883,fire,EnvNat
17419,534,199,0.9326444514337724,fire,EnvNat
17420,894,306,0.3299201497325211,autoimmune-disorders,Phys
17421,217,143,0.5297233365977807,tornados,EnvNat
17422,245,39,0.8188448269010803,plastic-pollution,EnvAntro
17423,741,426,0.7643085431014489,species-extinction,EnvAntro
17424,578,195,0.933412234154274,migration-rate,Socioeco
17425,721,191,0.3451668319556346,fire,EnvNat
17426,605,480,0.0605660241265121,tornados,EnvNat
17427,324,247,0.2639706246331754,cancer-rate,Phys
17428,284,77,0.1210910574064628,neurological-conditions,Phys
17429,195,450,0.5011205123201441,neurological-conditions,Phys
17430,175,92,0.7816806810147997,species-extinction,EnvAntro
17431,303,319,0.0289160244518691,migration-rate,Socioeco
17432,698,167,0.9718386371279528,fire,EnvNat
17433,311,229,0.179125969559851,chronic-pain,Phys
17434,190,114,0.7658094723452228,isolation,Emo
17435,321,436,0.5047861445190919,heavy-metal-contamination,EnvAntro
17436,904,315,0.5649235522829916,depression,Emo
17437,407,467,0.9181691419713984,rare-earth-mining,EnvAntro
17438,313,464,0.8809454547005998,cancer-rate,Phys
17439,561,292,0.7990711997102214,gini,Socioeco
17440,876,96,0.867935533378137,fire,EnvNat
17441,615,202,0.5172786096746502,community-resilience,Emo
17442,773,177,0.5018757942728636,respiratory-illness,Phys
17443,305,179,0.4784269236365354,fire,EnvNat
17444,308,228,0.1670924780027995,food-insecurity-index,Socioeco
17445,273,55,0.6480846603178294,food-insecurity-index,Socioeco
17446,603,83,0.1849897305121612,poverty-index,Socioeco
17447,679,434,0.1518079747600001,tornados,EnvNat
17448,306,343,0.0705781394471155,fire,EnvNat
17449,302,423,0.4908908307366334,gdp,Socioeco
17450,928,437,0.2988885215839773,extractive-industry-employment,Socioeco
17451,466,463,0.1919597112688122,cancer-rate,Phys
17452,436,470,0.30131997131163,anxiety,Emo
17453,541,267,0.3199761200287183,earthquakes,EnvNat
17454,815,300,0.0995510204629342,heavy-metal-contamination,EnvAntro
17455,584,293,0.4353445736517605,gdp,Socioeco
17456,250,469,0.2053137230125898,volcanic-eruptions,EnvNat
17457,655,475,0.047608863149026,extractive-industry-employment,Socioeco
17458,523,455,0.5729464603576548,deforestation,EnvAntro
17459,138,38,0.8303353075865147,chronic-disease,Phys
17460,318,459,0.8857486964596638,tornados,EnvNat
17461,750,88,0.9951092993317354,extractive-industry-employment,Socioeco
17462,664,115,0.8098618942228316,migration-rate,Socioeco
17463,766,122,0.2398379251225512,fire,EnvNat
17464,335,260,0.5986818484733883,suicide,Emo
17465,378,275,0.176040181072412,plastic-pollution,EnvAntro
17466,802,253,0.4090990874879886,fire,EnvNat
17467,901,454,0.1319169815674823,fire,EnvNat
17468,283,229,0.6518126218264065,fire,EnvNat
17469,800,444,0.7563042530712866,suicide,Emo
17470,468,431,0.9340494316151088,fire,EnvNat
17471,559,98,0.2655968430026795,fire,EnvNat
17472,210,463,0.492692457123468,earthquakes,EnvNat
17473,785,116,0.1089845378613398,fire,EnvNat
17474,488,123,0.4239172444555611,fire,EnvNat
17475,939,440,0.4189434011600019,earthquakes,EnvNat
17476,576,249,0.4175158428352985,neurological-conditions,Phys
17477,525,232,0.8592046642327626,fire,EnvNat
17478,933,45,0.4936360136226293,poverty-index,Socioeco
17479,297,367,0.4949304982875253,community-resilience,Emo
17480,542,167,0.5478689347701534,smog,EnvAntro
17481,585,453,0.7787037756520173,gdp,Socioeco
17482,781,58,0.2494081132530066,fire,EnvNat
17483,236,22,0.3148270575738104,cancer-rate,Phys
17484,512,460,0.0266597849348211,respiratory-illness,Phys
17485,772,75,0.4205685518515556,fire,EnvNat
17486,806,428,0.6382321130779912,floods,EnvNat
17487,541,18,0.9821643609640034,community-resilience,Emo
17488,876,37,0.4871724703347763,food-insecurity-index,Socioeco
17489,538,439,0.3704920548215559,fire,EnvNat
17490,562,457,0.6904336128410976,deforestation,EnvAntro
17491,917,299,0.4095757744475292,chronic-pain,Phys
17492,863,310,0.320115794365935,tornados,EnvNat
17493,115,62,0.5519992551781514,respiratory-illness,Phys
17494,948,71,0.5441556903742661,community-resilience,Emo
17495,322,242,0.4109573858263835,migration-rate,Socioeco
17496,322,459,0.3419637639351527,chronic-pain,Phys
17497,565,90,0.8281088565093967,fire,EnvNat
17498,468,209,0.976649924917379,fire,EnvNat
17499,552,267,0.8256213558818666,anxiety,Emo
17500,593,285,0.2979107425739665,floods,EnvNat
17501,907,316,0.0103539375783274,gdp,Socioeco
17502,318,83,0.6389317982611196,fire,EnvNat
17503,779,464,0.5941352802143113,floods,EnvNat
17504,598,281,0.670349700395079,anxiety,Emo
17505,528,195,0.6473631823352923,tornados,EnvNat
17506,459,454,0.2988009108315113,fire,EnvNat
17507,407,10,0.8366556111336709,chronic-pain,Phys
17508,268,28,0.3068766401729769,chronic-disease,Phys
17509,881,132,0.9753409643322564,isolation,Emo
17510,303,276,0.2459449926108282,fire,EnvNat
17511,891,456,0.3832653228576642,plastic-pollution,EnvAntro
17512,613,140,0.7377046938005222,gini,Socioeco
17513,736,480,0.9035362349928012,rare-earth-mining,EnvAntro
17514,607,249,0.1349337454657888,suicide,Emo
17515,879,57,0.8734823187847742,anxiety,Emo
17516,839,245,0.7897380508972909,fire,EnvNat
17517,225,114,0.2507767916350781,obesity,Phys
17518,543,454,0.1767884325001891,community-resilience,Emo
17519,262,198,0.2405835476660094,plastic-pollution,EnvAntro
17520,547,446,0.5903003394939126,cancer-rate,Phys
17521,488,121,0.962108307544944,autoimmune-disorders,Phys
17522,393,8,0.5726075127586369,fire,EnvNat
17523,834,431,0.7291119427097681,food-insecurity-index,Socioeco
17524,898,282,0.6560902413336204,chronic-pain,Phys
17525,718,472,0.9090008425029324,fire,EnvNat
17526,815,34,0.8057791653906927,gini,Socioeco
17527,525,55,0.9213123337629656,poverty-index,Socioeco
17528,227,175,0.5889803089131229,anxiety,Emo
17529,897,318,0.6080663043943076,heavy-metal-contamination,EnvAntro
17530,883,133,0.8716733706310047,floods,EnvNat
17531,523,107,0.5929226861583878,fire,EnvNat
17532,877,315,0.5216267393766694,fire,EnvNat
17533,121,440,0.5200852292803613,fire,EnvNat
17534,726,429,0.7235655078147701,chronic-pain,Phys
17535,816,229,0.9309653802907942,earthquakes,EnvNat
17536,446,16,0.184897583427993,rare-earth-mining,EnvAntro
17537,277,236,0.8735094220811898,chronic-disease,Phys
17538,151,65,0.3027582663837405,fire,EnvNat
17539,921,468,0.5347816782822754,species-extinction,EnvAntro
17540,719,437,0.0716474770820962,fire,EnvNat
17541,95,49,0.3578581320382432,depression,Emo
17542,817,434,0.7107713865877905,fire,EnvNat
17543,610,84,0.8465920827739198,heavy-metal-contamination,EnvAntro
17544,782,89,0.97313197559101,community-resilience,Emo
17545,411,476,0.3683529967686229,gdp,Socioeco
17546,563,258,0.9051781565258592,food-insecurity-index,Socioeco
17547,732,32,0.5966999340343433,rare-earth-mining,EnvAntro
17548,473,442,0.0188933021418925,gdp,Socioeco
17549,315,289,0.4860758793126148,cancer-rate,Phys
17550,90,58,0.2328721698008986,fire,EnvNat
17551,201,461,0.5325674113848484,food-insecurity-index,Socioeco
17552,130,39,0.2756212416255579,depression,Emo
17553,847,102,0.3700575938717433,autoimmune-disorders,Phys
17554,310,6,0.2600378048806128,migration-rate,Socioeco
17555,791,45,0.7492233693138198,plastic-pollution,EnvAntro
17556,632,61,0.5582487451983866,fire,EnvNat
17557,496,218,0.0329642704060141,respiratory-illness,Phys
17558,325,254,0.0183599242468384,fire,EnvNat
17559,755,168,0.8424900991050107,fire,EnvNat
17560,544,289,0.1900050353161367,heavy-metal-contamination,EnvAntro
17561,813,43,0.9237638054880728,cancer-rate,Phys
17562,656,122,0.9133865577395236,earthquakes,EnvNat
17563,183,47,0.4057864569431808,extractive-industry-employment,Socioeco
17564,1,469,0.464925759326628,neurological-conditions,Phys
17565,831,61,0.3900831761419077,poverty-index,Socioeco
17566,443,11,0.4746494410689768,volcanic-eruptions,EnvNat
17567,779,84,0.950689677766444,chronic-disease,Phys
17568,674,472,0.8878970231193416,volcanic-eruptions,EnvNat
17569,892,253,0.6878889924303857,deforestation,EnvAntro
17570,568,224,0.8320020492702808,obesity,Phys
17571,624,49,0.5930677177650946,anxiety,Emo
17572,831,467,0.8859580922073649,smog,EnvAntro
17573,548,431,0.9288986331322504,volcanic-eruptions,EnvNat
17574,210,441,0.6492098362572002,gdp,Socioeco
17575,803,253,0.4729026594781409,fire,EnvNat
17576,418,445,0.3000343777609573,chronic-disease,Phys
17577,947,77,0.1874510809010081,neurological-conditions,Phys
17578,577,203,0.641818443300011,fire,EnvNat
17579,165,76,0.9627388218693248,autoimmune-disorders,Phys
17580,747,420,0.9076081238354888,cancer-rate,Phys
17581,594,233,0.0494244819581564,species-extinction,EnvAntro
17582,71,43,0.8107641886878627,smog,EnvAntro
17583,872,70,0.9638976829384196,smog,EnvAntro
17584,611,475,0.2094080028545097,deforestation,EnvAntro
17585,588,220,0.0402689252879142,isolation,Emo
17586,712,59,0.9822039450582974,smog,EnvAntro
17587,802,129,0.6771687756144094,poverty-index,Socioeco
17588,547,185,0.7266570555550257,community-resilience,Emo
17589,233,68,0.9121435824807071,tornados,EnvNat
17590,619,55,0.4271537708497056,fire,EnvNat
17591,350,257,0.1964793103430895,neurological-conditions,Phys
17592,674,161,0.7493186713120222,cancer-rate,Phys
17593,136,45,0.8317962820504415,autoimmune-disorders,Phys
17594,828,56,0.8467455883375596,extractive-industry-employment,Socioeco
17595,147,76,0.7517763552947035,migration-rate,Socioeco
17596,989,46,0.923884531675969,fire,EnvNat
17597,896,22,0.4461399616773535,obesity,Phys
17598,529,136,0.0793856470042921,fire,EnvNat
17599,777,69,0.9634995954334578,depression,Emo
17600,272,156,0.0684550848575006,cancer-rate,Phys
17601,719,440,0.759036029800421,smog,EnvAntro
17602,615,63,0.445054836146008,fire,EnvNat
17603,794,103,0.8947760687738545,migration-rate,Socioeco
17604,662,173,0.1107130559784009,extractive-industry-employment,Socioeco
17605,731,159,0.7527003921810962,fire,EnvNat
17606,300,118,0.4919176158770519,tornados,EnvNat
17607,721,166,0.4255404356953817,fire,EnvNat
17608,546,183,0.4171158310601679,deforestation,EnvAntro
17609,426,30,0.6015514876429411,fire,EnvNat
17610,822,158,0.9046934801714126,fire,EnvNat
17611,670,470,0.3708324560236333,gdp,Socioeco
17612,697,144,0.0565059685801304,chronic-pain,Phys
17613,590,55,0.1418075684759596,deforestation,EnvAntro
17614,590,46,0.3536534668012289,plastic-pollution,EnvAntro
17615,710,183,0.7149149693509907,deforestation,EnvAntro
17616,298,118,0.4810617581828065,healthcare-access,Socioeco
17617,760,143,0.8901418673894597,fire,EnvNat
17618,249,33,0.374084881251875,extractive-industry-employment,Socioeco
17619,484,130,0.9136260103532114,depression,Emo
17620,942,84,0.5832236300311567,cancer-rate,Phys
17621,624,103,0.5141865771637789,fire,EnvNat
17622,962,57,0.9959770441369848,deforestation,EnvAntro
17623,666,450,0.1622543136800615,poverty-index,Socioeco
17624,823,225,0.2730256165771625,fire,EnvNat
17625,793,32,0.7160575229801157,fire,EnvNat
17626,259,448,0.3058506205260987,anxiety,Emo
17627,766,38,0.5333713783369142,fire,EnvNat
17628,610,218,0.5961406711544499,depression,Emo
17629,832,431,0.0471330928190871,fire,EnvNat
17630,735,50,0.5381066202036731,healthcare-access,Socioeco
17631,529,242,0.6467367205842309,anxiety,Emo
17632,250,32,0.3033827653749255,depression,Emo
17633,281,226,0.8887224034625718,fire,EnvNat
17634,433,450,0.3226898411884386,earthquakes,EnvNat
17635,790,39,0.0561669674815075,cancer-rate,Phys
17636,226,108,0.3942322760015005,community-resilience,Emo
17637,146,47,0.1846517104134044,fire,EnvNat
17638,416,458,0.7477212128966163,fire,EnvNat
17639,807,30,0.7988240134726952,suicide,Emo
17640,466,448,0.4686530275234455,respiratory-illness,Phys
17641,531,208,0.8548033017721868,isolation,Emo
17642,635,77,0.646942929822101,cancer-rate,Phys
17643,302,457,0.4218976324724844,floods,EnvNat
